station,tdate,mean_monthly_temperature,min_monthly_temperature,max_monthly_temperature,monthly_rainfall,year,month
Ang Mo Kio,2014-11-01,27.855,22.435919027288445,27.13755179256879,418.3999999999999,2014,11
Ang Mo Kio,2014-12-01,27.19,22.499999999999996,26.900000000000002,249.99999999999991,2014,12
Ang Mo Kio,2015-01-01,26.751612903225805,22.400000000000002,25.600000000000005,88.80000000000001,2015,1
Ang Mo Kio,2015-02-01,26.467741935483872,23.4,25.100000000000005,72.20000000000002,2015,2
Ang Mo Kio,2015-03-01,27.05,22.416844620122536,25.554055568408337,234.99999999999991,2015,3
Ang Mo Kio,2015-04-01,27.63225806451613,22.1,26.200000000000003,279.2,2015,4
Ang Mo Kio,2015-05-01,28.073333333333334,22.600000000000005,26.900000000000002,191.80000000000004,2015,5
Ang Mo Kio,2015-06-01,28.561290322580646,23.600000000000005,28.100000000000005,54.60000000000001,2015,6
Ang Mo Kio,2015-07-01,28.863333333333333,22.9,28.300000000000004,104,2015,7
Ang Mo Kio,2015-08-01,29.03548387096774,22.000000000000004,28.000000000000004,120.00000000000003,2015,8
Ang Mo Kio,2015-09-01,28.338709677419356,21.700000000000003,27.700000000000003,130.4,2015,9
Ang Mo Kio,2015-10-01,28.606666666666666,22.499999999999996,27.600000000000005,127.99999999999996,2015,10
Ang Mo Kio,2015-11-01,28.690322580645162,22.000000000000004,27.600000000000005,303.19999999999993,2015,11
Ang Mo Kio,2015-12-01,27.52,23.2,26.500000000000004,311.19999999999993,2015,12
Ang Mo Kio,2016-01-01,27.653548387096773,22.51866412611036,26.510289876219485,136.59999999999997,2016,1
Ang Mo Kio,2016-02-01,27.787096774193547,22.9,26.500000000000004,196.80000000000007,2016,2
Ang Mo Kio,2016-03-01,27.358620689655172,21.500000000000004,26.200000000000003,39.4,2016,3
Ang Mo Kio,2016-04-01,28.51290322580645,24.300000000000004,26.800000000000004,280.6,2016,4
Ang Mo Kio,2016-05-01,29.113333333333333,24.000000000000004,27.600000000000005,225.59999999999997,2016,5
Ang Mo Kio,2016-06-01,29.174193548387098,24.099999999999998,28.600000000000005,182.40000000000003,2016,6
Ang Mo Kio,2016-07-01,28.416666666666668,22.200000000000003,28.200000000000003,179.20000000000002,2016,7
Ang Mo Kio,2016-08-01,28.31935483870968,21.199999999999996,28.300000000000004,133.6,2016,8
Ang Mo Kio,2016-09-01,29.096774193548388,22.300000000000004,28.000000000000004,142.6,2016,9
Ang Mo Kio,2016-10-01,28.436666666666667,22.799999999999997,27.700000000000003,219.99999999999997,2016,10
Ang Mo Kio,2016-11-01,28.33225806451613,22.400000000000002,27.400000000000002,266.19999999999993,2016,11
Ang Mo Kio,2016-12-01,27.35333333333333,22.799999999999997,25.900000000000002,190.40000000000003,2016,12
Ang Mo Kio,2017-01-01,27.370967741935484,23.000000000000004,26.400000000000002,295.79999999999995,2017,1
Ang Mo Kio,2017-02-01,27.04193548387097,22.400000000000002,26.700000000000003,152.19999999999996,2017,2
Ang Mo Kio,2017-03-01,26.74642857142857,22.600000000000005,25.500000000000004,248.60000000000002,2017,3
Ang Mo Kio,2017-04-01,27.26451612903226,23.100000000000005,26.400000000000002,305.00000000000006,2017,4
Ang Mo Kio,2017-05-01,27.81,23.4,26.400000000000002,210.39999999999995,2017,5
Ang Mo Kio,2017-06-01,28.612903225806452,22.600000000000005,28.400000000000002,145.7999999999999,2017,6
Ang Mo Kio,2017-07-01,28.656666666666666,23.2,28.400000000000002,178.2739070014125,2017,7
Ang Mo Kio,2017-08-01,28.545161290322582,22.9,27.900000000000002,170.50515446593184,2017,8
Ang Mo Kio,2017-09-01,28.18064516129032,23.100000000000005,27.900000000000002,200.5138081392879,2017,9
Ang Mo Kio,2017-10-01,28.063333333333333,22.9,27.300000000000004,198.19999999999996,2017,10
Ang Mo Kio,2017-11-01,28.16774193548387,22.799999999999997,27.800000000000008,320.40000000000003,2017,11
Ang Mo Kio,2017-12-01,27.063333333333333,22.9,26.100000000000005,346.4,2017,12
Ang Mo Kio,2018-01-01,27.006451612903227,23.300000000000004,26.400000000000002,333.79999999999995,2018,1
Ang Mo Kio,2018-02-01,25.97741935483871,21.299999999999997,25.100000000000005,69.20000000000002,2018,2
Ang Mo Kio,2018-03-01,26.710714285714285,23.2,25.300000000000004,93.00000000000001,2018,3
Ang Mo Kio,2018-04-01,27.532258064516128,22.1,26.200000000000003,338.00000000000006,2018,4
Ang Mo Kio,2018-05-01,28,22.700000000000003,27.500000000000004,218.80000000000004,2018,5
Ang Mo Kio,2018-06-01,28.283870967741937,23.100000000000005,28.300000000000004,154.16351041915783,2018,6
Ang Mo Kio,2018-07-01,28.36451612903226,23.08574732648597,28.57675603482872,148.2000000000001,2018,7
Ang Mo Kio,2018-08-01,28.44516129032258,21.6,27.600000000000005,94.39999999999999,2018,8
Ang Mo Kio,2018-09-01,28.53548387096774,22.200000000000003,27.900000000000002,286.40000000000003,2018,9
Ang Mo Kio,2018-10-01,27.87,21.4,27.300000000000004,290.79999999999995,2018,10
Ang Mo Kio,2018-11-01,27.68064516129032,22.600000000000005,27.800000000000008,367.9999999999999,2018,11
Ang Mo Kio,2018-12-01,27.143333333333334,22.300000000000004,25.400000000000002,240.40000000000003,2018,12
Ang Mo Kio,2019-01-01,27.338709677419356,22.9,26.300000000000004,109.59999999999998,2019,1
Ang Mo Kio,2019-02-01,27.6,23.000000000000004,26.400000000000002,69.20000000000002,2019,2
Ang Mo Kio,2019-03-01,27.875,22.499999999999996,26.500000000000004,244,2019,3
Ang Mo Kio,2019-04-01,28.40967741935484,21.500000000000004,26.800000000000004,167,2019,4
Ang Mo Kio,2019-05-01,28.563333333333333,22.600000000000005,27.400000000000002,128.80051971208303,2019,5
Ang Mo Kio,2019-06-01,29.09032258064516,23.100000000000005,28.200000000000003,91.58126425168875,2019,6
Ang Mo Kio,2019-07-01,28.970967741935482,23.155587326351142,27.95229505476219,61.60000000000001,2019,7
Ang Mo Kio,2019-08-01,28.851612903225806,22.799999999999997,27.900000000000002,30.400000000000002,2019,8
Ang Mo Kio,2019-09-01,28.974193548387095,23.100000000000005,27.600000000000005,113.00000000000001,2019,9
Ang Mo Kio,2019-10-01,28.846666666666668,22.499999999999996,27.500000000000004,133.34452719395136,2019,10
Ang Mo Kio,2019-11-01,28.47774193548387,22.940627817440614,27.036980616434818,129.75785837676256,2019,11
Ang Mo Kio,2019-12-01,28.108817204301076,23.048895929972623,26.76090732848244,154.0539488739236,2019,12
Ang Mo Kio,2020-01-01,27.73989247311828,23.528659038258564,26.330301332511294,151.49999999999997,2020,1
Ang Mo Kio,2020-02-01,27.370967741935484,23.600000000000005,26.000000000000004,151.40000000000006,2020,2
Ang Mo Kio,2020-03-01,27.7984229390681,23.653076673525046,26.45093858400416,184.20204860670862,2020,3
Ang Mo Kio,2020-04-01,28.225878136200716,23.228290331029385,26.864526812597184,247.8,2020,4
Ang Mo Kio,2020-05-01,28.653333333333332,23.300000000000004,27.400000000000002,202.40000000000003,2020,5
Ang Mo Kio,2020-06-01,28.903225806451612,23.899999999999995,28.500000000000004,244.99999999999994,2020,6
Ang Mo Kio,2020-07-01,28.196666666666665,23.2,27.900000000000002,220.2,2020,7
Ang Mo Kio,2020-08-01,28.05483870967742,22.799999999999997,28.200000000000003,159.20000000000005,2020,8
Ang Mo Kio,2020-09-01,28.51290322580645,22.9,28.400000000000002,234.59999999999997,2020,9
Ang Mo Kio,2020-10-01,27.683333333333334,22.000000000000004,27.700000000000003,148.40000000000003,2020,10
Ang Mo Kio,2020-11-01,28.51290322580645,22.700000000000003,28.100000000000005,192.11782340246194,2020,11
Ang Mo Kio,2020-12-01,27.589247311827958,22.143559186613,27.01050746135027,258.20000000000005,2020,12
Ang Mo Kio,2021-01-01,26.66559139784946,21.98512183919544,26.17651352617319,487.59999999999997,2021,1
Ang Mo Kio,2021-02-01,25.741935483870968,21.500000000000004,25.100000000000005,18.000000000000014,2021,2
Ang Mo Kio,2021-03-01,27.08214285714286,23.100000000000005,25.400000000000002,177.59999999999997,2021,3
Ang Mo Kio,2021-04-01,27.748387096774195,22.600000000000005,26.100000000000005,354.6,2021,4
Ang Mo Kio,2021-05-01,28.176666666666666,22.600000000000005,27.300000000000004,272.59999999999997,2021,5
Ang Mo Kio,2021-06-01,28.78709677419355,22.9,28.300000000000004,223.6,2021,6
Ang Mo Kio,2021-07-01,28.733333333333334,22.799999999999997,27.700000000000003,272.99999999999994,2021,7
Ang Mo Kio,2021-08-01,28.8,22.600000000000005,28.400000000000002,367.79999999999995,2021,8
Ang Mo Kio,2021-09-01,27.712903225806453,22.600000000000005,27.700000000000003,310,2021,9
Ang Mo Kio,2021-10-01,28.223333333333333,22.799999999999997,27.700000000000003,221.79999999999995,2021,10
Ang Mo Kio,2021-11-01,28.574193548387097,23.300000000000004,28.500000000000004,236.79999999999998,2021,11
Ang Mo Kio,2021-12-01,27.616666666666667,22.9,27.200000000000003,233.26864008917377,2021,12
Ang Mo Kio,2022-01-01,27.435752688172045,22.918677967005955,26.048629278507548,234.39999999999992,2022,1
Ang Mo Kio,2022-02-01,27.25483870967742,22.9,25.600000000000005,180.80000000000007,2022,2
Ang Mo Kio,2022-03-01,27.107142857142858,22.600000000000005,26.400000000000002,223.4666684169245,2022,3
Ang Mo Kio,2022-04-01,27.550238095238093,22.679256469727807,26.87351962317416,296.6,2022,4
Ang Mo Kio,2022-05-01,27.993333333333332,22.9,26.600000000000005,198.19999999999996,2022,5
Ang Mo Kio,2022-06-01,29.219354838709677,23.499999999999996,28.100000000000005,192.57091886922342,2022,6
Ang Mo Kio,2022-07-01,28.988709677419354,23.135033461272666,27.81886183425863,139.39999999999998,2022,7
Ang Mo Kio,2022-08-01,28.758064516129032,22.499999999999996,28.300000000000004,243.20000000000002,2022,8
Ang Mo Kio,2022-09-01,28.061290322580646,22.600000000000005,28.300000000000004,266.19999999999993,2022,9
Ang Mo Kio,2022-10-01,27.973333333333333,22.300000000000004,26.800000000000004,366.2,2022,10
Ang Mo Kio,2022-11-01,27.474193548387095,22.600000000000005,26.900000000000002,507.59999999999997,2022,11
Ang Mo Kio,2022-12-01,27.253333333333334,22.200000000000003,26.300000000000004,249.40000000000003,2022,12
Ang Mo Kio,2023-01-01,26.44516129032258,22.799999999999997,25.300000000000004,205.09999999999997,2023,1
Ang Mo Kio,2023-02-01,26.474193548387095,22.600000000000005,25.700000000000003,266.40000000000003,2023,2
Ang Mo Kio,2023-03-01,26.65357142857143,21.800000000000004,25.300000000000004,401.80000000000007,2023,3
Ang Mo Kio,2023-04-01,26.635483870967743,21.6,25.500000000000004,220.8,2023,4
Ang Mo Kio,2023-05-01,28.493333333333332,23.499999999999996,27.900000000000002,150.09999999999994,2023,5
Ang Mo Kio,2023-06-01,29.493548387096773,22.499999999999996,29.000000000000004,166.1014966709986,2023,6
Ang Mo Kio,2023-07-01,29.038709677419355,22.437323731651908,28.489590493908832,182.60000000000002,2023,7
Ang Mo Kio,2023-08-01,28.583870967741937,22.1,28.400000000000002,171.59999999999994,2023,8
Ang Mo Kio,2023-09-01,28.625806451612902,23.4,28.300000000000004,278.20000000000005,2023,9
Ang Mo Kio,2023-10-01,28.66,23.100000000000005,27.900000000000002,122.99999999999996,2023,10
Ang Mo Kio,2023-11-01,29.025806451612905,23.2,28.200000000000003,304.79999999999995,2023,11
Ang Mo Kio,2023-12-01,27.716666666666665,23.899999999999995,26.600000000000005,443,2023,12
Changi,2014-01-01,26.47741935483871,21.199999999999996,25.500000000000004,75.39999999999999,2014,1
Changi,2014-02-01,26.203225806451613,22.400000000000002,25.400000000000002,0.19999999999999998,2014,2
Changi,2014-03-01,27.225,22.400000000000002,25.800000000000004,66.00000000000001,2014,3
Changi,2014-04-01,27.93225806451613,23.600000000000005,26.600000000000005,110,2014,4
Changi,2014-05-01,28.23,22.799999999999997,27.100000000000005,125.79999999999995,2014,5
Changi,2014-06-01,28.564516129032256,23.000000000000004,27.800000000000008,71.4,2014,6
Changi,2014-07-01,29.036666666666665,23.000000000000004,28.300000000000004,148.60000000000002,2014,7
Changi,2014-08-01,28.703225806451613,21.099999999999998,28.400000000000002,240.99999999999991,2014,8
Changi,2014-09-01,27.65806451612903,22.000000000000004,27.100000000000005,83.59999999999997,2014,9
Changi,2014-10-01,28.503333333333334,22.400000000000002,27.400000000000002,120.00000000000003,2014,10
Changi,2014-11-01,28.393548387096775,24.000000000000004,27.800000000000008,250.79999999999995,2014,11
Changi,2014-12-01,27.496666666666666,22.200000000000003,26.900000000000002,245.59999999999994,2014,12
Changi,2015-01-01,27.058064516129033,22.400000000000002,26.100000000000005,79.60000000000002,2015,1
Changi,2015-02-01,26.861290322580643,23.300000000000004,25.500000000000004,18.80000000000001,2015,2
Changi,2015-03-01,26.975,23.100000000000005,25.400000000000002,84.39999999999999,2015,3
Changi,2015-04-01,28.15483870967742,23.4,26.900000000000002,73.2,2015,4
Changi,2015-05-01,28.6,24.000000000000004,27.200000000000003,88.99999999999999,2015,5
Changi,2015-06-01,28.73548387096774,24.000000000000004,28.300000000000004,95.79999999999995,2015,6
Changi,2015-07-01,28.993333333333332,24.2,28.400000000000002,116.80000000000003,2015,7
Changi,2015-08-01,29.05483870967742,22.1,28.300000000000004,185.79999999999998,2015,8
Changi,2015-09-01,28.4,22.600000000000005,27.900000000000002,61.59999999999998,2015,9
Changi,2015-10-01,28.68,23.100000000000005,27.900000000000002,87.20000000000002,2015,10
Changi,2015-11-01,28.674193548387098,21.900000000000002,27.600000000000005,72.6,2015,11
Changi,2015-12-01,27.963333333333335,23.7,26.600000000000005,302,2015,12
Changi,2016-01-01,27.72258064516129,22.499999999999996,26.400000000000002,127.00000000000001,2016,1
Changi,2016-02-01,28.29032258064516,22.9,27.000000000000004,186.00000000000006,2016,2
Changi,2016-03-01,27.83448275862069,23.300000000000004,26.900000000000002,6.2,2016,3
Changi,2016-04-01,28.983870967741936,25.4,27.500000000000004,89.80000000000001,2016,4
Changi,2016-05-01,29.44,25.299999999999997,28.200000000000003,193.80000000000004,2016,5
Changi,2016-06-01,29.28709677419355,23.899999999999995,28.300000000000004,163.2,2016,6
Changi,2016-07-01,28.509999999999998,22.499999999999996,28.300000000000004,168.60000000000002,2016,7
Changi,2016-08-01,28.406451612903226,22.499999999999996,28.400000000000002,139.19999999999996,2016,8
Changi,2016-09-01,28.89677419354839,22.1,28.000000000000004,118.89999999999998,2016,9
Changi,2016-10-01,28.286666666666665,22.600000000000005,27.700000000000003,181.00000000000003,2016,10
Changi,2016-11-01,28.335483870967742,21.6,27.400000000000002,290.19999999999993,2016,11
Changi,2016-12-01,27.433333333333334,22.700000000000003,26.400000000000002,292.6000000000001,2016,12
Changi,2017-01-01,27.406451612903226,23.000000000000004,26.100000000000005,197.8,2017,1
Changi,2017-02-01,26.941935483870967,21.800000000000004,26.500000000000004,159.20000000000005,2017,2
Changi,2017-03-01,26.92142857142857,22.600000000000005,25.800000000000004,136.59999999999997,2017,3
Changi,2017-04-01,27.364516129032257,22.9,26.500000000000004,210.39999999999995,2017,4
Changi,2017-05-01,27.786666666666665,22.799999999999997,26.700000000000003,191.40000000000003,2017,5
Changi,2017-06-01,28.470967741935485,23.600000000000005,28.100000000000005,105.99999999999997,2017,6
Changi,2017-07-01,28.48,22.200000000000003,28.200000000000003,80.00000000000001,2017,7
